# ACTS Test Suite Generation: Wed Mar 18 20:43:59 EET 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 5
# Maximum number of values per parameter: 75
# Number of configurations: 5667
Byte_count,Reference_Type,File_number,Record_number,Record_length
17,128,10001,129,65530
18,1,10001,255,65531
19,254,10001,256,65532
20,0,10001,257,65533
21,17,10001,511,65534
27,64,10001,512,65535
28,33,10001,513,0
64,130,10001,1023,1
65,30,10001,1024,2
66,131,10001,1025,3
67,14,10001,2047,4
68,31,10001,2048,5
69,4,10001,2049,7
123,61,10001,4095,8
124,252,10001,4096,9
125,27,10001,4097,15
126,68,10001,8191,16
127,255,10001,8192,17
128,21,10001,8193,31
129,60,10001,9993,32
130,123,10001,9994,33
131,132,10001,9995,63
132,8,10001,9996,64
133,9,10001,9997,65
251,29,10001,9998,116
252,6,10001,9999,117
253,34,10001,10000,118
254,62,10001,10001,119
255,32,10001,10002,120
0,15,10001,10003,121
1,20,10001,10004,122
2,60,10001,16383,123
3,63,10001,16384,124
4,127,10001,16385,125
8,129,10001,32767,126
29,30,10001,32768,127
62,3,10001,32769,128
63,66,10001,65471,129
12,9,10001,65472,255
33,36,10001,65473,256
34,251,10001,65503,257
35,124,10001,65504,511
36,125,10001,65505,512
37,130,10001,65519,513
59,126,10001,65520,1023
60,20,10001,65521,1024
61,128,10001,65527,1025
32,5,10001,65528,2047
5,60,10001,65529,2048
6,16,10001,65530,2049
7,131,10001,65531,4095
31,253,10001,65532,4096
32,28,10001,65533,4097
65,133,10001,65534,8191
11,20,10001,65535,8192
35,67,10002,0,8193
68,35,10002,1,16383
69,65,10002,2,16384
123,132,10002,3,16385
19,0,10002,4,32767
20,63,10002,5,32768
21,33,10002,7,32769
27,34,10002,8,65471
28,252,10002,9,65472
64,21,10002,15,65473
66,129,10002,16,65503
67,131,10002,17,65504
32,11,10002,31,65505
33,123,10002,32,65519
34,69,10002,33,65520
13,251,10002,63,65521
36,253,10002,64,65527
37,31,10002,65,65528
59,10,10002,127,65529
60,18,10002,128,65530
61,17,10002,129,65531
62,30,10002,255,65532
63,1,10002,256,65533
131,4,10002,257,65534
132,59,10002,511,65535
133,7,10002,512,0
251,13,10002,513,1
252,14,10002,1023,2
253,16,10002,1024,3
254,12,10002,1025,4
14,32,10002,2047,5
15,2,10002,2048,7
16,64,10002,2049,8
127,68,10002,4095,9
128,15,10002,4096,15
129,126,10002,4097,16
130,127,10002,8191,17
4,61,10002,8192,31
5,18,10002,8193,32
7,27,10002,9993,33
8,28,10002,9994,63
65,128,10002,9995,64
31,6,10002,9996,65
9,66,10002,9997,116
255,130,10002,9998,117
0,19,10002,9999,118
1,255,10002,10000,119
2,9,10002,10001,120
125,60,10002,10002,121
126,62,10002,10003,122
17,254,10002,10004,123
18,8,10002,16383,124
6,37,10002,16384,125
124,29,10002,16385,126
3,20,10002,32767,127
10,36,10002,32768,128
11,64,10002,32769,129
29,5,10002,65471,255
30,67,10002,65472,256
12,33,10002,65473,257
15,66,10002,65503,511
16,129,10002,65504,512
34,1,10002,65505,513
35,124,10002,65519,1023
36,14,10002,65520,1024
37,67,10002,65521,1025
59,125,10002,65527,2047
27,10,10002,65528,2048
28,28,10002,65529,2049
62,128,10002,65530,4095
63,19,10002,65531,4096
64,29,10002,65532,4097
10,33,10002,65533,8191
66,35,10002,65534,8192
67,1,10002,65535,8193
13,123,10003,0,16383
14,37,10003,1,16384
15,30,10003,2,16385
124,63,10003,3,32767
125,7,10003,4,32768
126,14,10003,5,32769
19,60,10003,7,65471
20,68,10003,8,65472
21,129,10003,9,65473
27,131,10003,15,65503
28,2,10003,16,65504
29,3,10003,17,65505
30,0,10003,31,65519
31,36,10003,32,65520
123,4,10003,33,65521
33,66,10003,63,65527
34,65,10003,64,65528
35,12,10003,65,65529
36,125,10003,127,65530
37,254,10003,128,65531
59,35,10003,129,65532
60,17,10003,255,65533
61,10,10003,256,65534
62,21,10003,257,65535
63,130,10003,511,0
128,13,10003,512,1
129,5,10003,513,2
130,31,10003,1023,3
131,15,10003,1024,4
132,11,10003,1025,5
133,19,10003,2047,7
251,27,10003,2048,8
252,18,10003,2049,9
2,16,10003,4095,15
16,8,10003,4096,16
3,29,10003,4097,17
4,59,10003,8191,31
5,69,10003,8192,32
6,31,10003,8193,33
8,17,10003,9993,63
9,62,10003,9994,64
11,251,10003,9995,65
10,28,10003,9996,116
12,32,10003,9997,117
68,252,10003,9998,118
69,20,10003,9999,119
255,127,10003,10000,120
0,253,10003,10001,121
1,27,10003,10002,122
127,4,10003,10003,123
253,61,10003,10004,124
254,6,10003,16383,125
7,16,10003,16384,126
18,1,10003,16385,127
64,67,10003,32767,128
17,132,10003,32768,129
65,6,10003,32769,255
66,133,10003,65471,256
67,64,10003,65472,257
32,34,10003,65473,511
33,128,10003,65503,512
0,9,10003,65504,513
13,255,10003,65505,1023
14,13,10003,65519,1024
15,127,10003,65520,1025
4,0,10003,65521,2047
17,126,10003,65527,2048
18,132,10003,65528,2049
19,33,10003,65529,4095
20,65,10003,65530,4096
21,124,10003,65531,4097
27,10,10003,65532,8191
28,61,10003,65533,8192
12,254,10003,65534,8193
30,27,10003,65535,16383
31,63,10004,0,16384
32,13,10004,1,16385
16,62,10004,2,32767
14,36,10004,3,32768
15,252,10004,4,32769
127,21,10004,5,65471
128,12,10004,7,65472
129,124,10004,8,65473
130,7,10004,9,65503
131,8,10004,15,65504
132,3,10004,16,65505
133,14,10004,17,65519
251,19,10004,31,65520
252,126,10004,32,65521
253,34,10004,33,65527
254,67,10004,63,65528
255,130,10004,64,65529
69,30,10004,65,65530
123,37,10004,127,65531
124,253,10004,128,65532
125,254,10004,129,65533
126,15,10004,255,65534
5,35,10004,256,65535
6,60,10004,257,0
7,131,10004,511,1
8,29,10004,512,2
9,65,10004,513,3
10,32,10004,1023,4
11,17,10004,1024,5
12,123,10004,1025,7
13,251,10004,2047,8
33,2,10004,2048,9
34,68,10004,2049,15
35,11,10004,4095,16
60,4,10004,4096,17
61,125,10004,4097,31
2,128,10004,8191,32
3,6,10004,8192,33
4,16,10004,8193,63
62,129,10004,9993,64
63,255,10004,9994,65
64,12,10004,9995,116
68,251,10004,9996,117
66,8,10004,9997,118
67,9,10004,9998,119
68,10,10004,9999,120
69,11,10004,10000,121
123,59,10004,10001,122
36,18,10004,10002,123
37,28,10004,10003,124
59,128,10004,10004,125
17,132,10004,16383,126
21,66,10004,16384,127
19,33,10004,16385,128
28,64,10004,32767,129
30,59,10004,32768,255
27,31,10004,32769,256
31,1,10004,65471,257
251,7,10004,65472,511
252,69,10004,65473,512
253,61,10004,65503,513
1,69,10004,65504,1023
2,0,10004,65505,1024
0,1,10004,65519,1025
1,28,10004,65520,2047
127,127,10004,65521,2048
128,4,10004,65527,2049
129,35,10004,65528,4095
130,27,10004,65529,4096
131,133,10004,65530,4097
132,32,10004,65531,8191
133,5,10004,65532,8192
9,20,10004,65533,8193
29,61,10004,65534,16383
66,2,10004,65535,16384
254,3,16383,0,16385
255,31,16383,1,32767
0,252,16383,2,32768
18,60,16383,3,32769
36,65,16383,4,65471
3,11,16383,5,65472
4,21,16383,7,65473
5,0,16383,8,65503
6,63,16383,9,65504
7,123,16383,15,65505
8,130,16383,16,65519
9,133,16383,17,65520
65,27,16383,31,65521
66,251,16383,32,65527
67,37,16383,33,65528
68,253,16383,63,65529
14,129,16383,64,65530
15,32,16383,65,65531
16,255,16383,127,65532
17,7,16383,128,65533
20,18,16383,129,65534
127,2,16383,255,65535
128,12,16383,256,0
129,6,16383,257,1
130,132,16383,511,2
131,126,16383,512,3
132,36,16383,513,4
133,13,16383,1023,5
251,14,16383,1024,7
252,17,16383,1025,8
253,66,16383,2047,9
125,131,16383,2048,15
126,4,16383,2049,16
124,34,16383,4095,17
1,35,16383,4096,31
59,59,16383,4097,32
60,254,16383,8191,33
61,68,16383,8192,63
27,67,16383,8193,64
28,19,16383,9993,65
29,30,16383,9994,116
30,10,16383,9995,117
12,13,16383,9996,118
13,15,16383,9997,119
33,16,16383,9998,120
34,128,16383,9999,121
35,125,16383,10000,122
11,255,16383,10001,123
37,9,16383,10002,124
19,65,16383,10003,125
60,69,16383,10004,126
61,32,16383,16383,127
62,62,16383,16384,128
63,64,16383,16385,129
21,68,16383,32767,255
2,123,16383,32768,256
8,20,16383,32769,257
10,127,16383,65471,511
11,29,16383,65472,512
31,124,16383,65473,513
32,131,16383,65503,1023
123,12,16383,65504,1024
125,21,16383,65505,1025
126,34,16383,65519,2047
2,1,16383,65520,2048
3,5,16383,65521,2049
18,37,16383,65527,4095
5,59,16383,65528,4096
6,130,16383,65529,4097
7,61,16383,65530,8191
64,252,16383,65531,8192
251,11,16383,65532,8193
65,36,16383,65533,16383
253,9,16383,65534,16384
12,28,16383,65535,16385
68,30,16384,0,32767
69,131,16384,1,32768
123,21,16384,2,32769
16,66,16384,3,65471
17,64,16384,4,65472
18,251,16384,5,65473
59,253,16384,7,65503
60,65,16384,8,65504
61,132,16384,9,65505
62,5,16384,15,65519
63,67,16384,16,65520
64,254,16384,17,65521
11,126,16384,31,65527
12,16,16384,32,65528
13,124,16384,33,65529
14,255,16384,63,65530
124,15,16384,64,65531
255,18,16384,65,65532
0,35,16384,127,65533
125,9,16384,128,65534
126,19,16384,129,65535
20,252,16384,255,0
21,31,16384,256,1
27,27,16384,257,2
254,128,16384,511,3
7,2,16384,512,4
65,37,16384,513,5
66,68,16384,1023,7
67,0,16384,1024,8
3,13,16384,1025,9
15,69,16384,2047,15
32,3,16384,2048,16
36,131,16384,2049,17
37,131,16384,4095,31
132,17,16384,4096,32
4,36,16384,4097,33
5,7,16384,8191,63
6,21,16384,8192,64
130,8,16384,8193,65
131,130,16384,9993,116
133,14,16384,9994,117
9,129,16384,9995,118
251,17,16384,9996,119
252,29,16384,9997,120
31,33,16384,9998,121
33,11,16384,9999,122
124,63,16384,10000,123
34,125,16384,10001,124
35,61,16384,10002,125
2,12,16384,10003,126
128,28,16384,10004,127
129,123,16384,16383,128
8,34,16384,16384,129
64,62,16384,16385,255
19,63,16384,32767,256
28,6,16384,32768,257
29,127,16384,32769,511
30,10,16384,65471,512
69,15,16384,65472,513
254,1,16384,65473,1023
10,32,16384,65503,1024
14,133,16384,65504,1025
1,3,16384,65505,2047
127,16,16384,65519,2048
37,20,16384,65520,2049
59,4,16384,65521,4095
60,36,16384,65527,4096
20,60,16384,65528,4097
21,67,16384,65529,8191
63,7,16384,65530,8192
29,31,16384,65531,8193
252,30,16384,65532,16383
253,59,16384,65533,16384
31,64,16384,65534,16385
13,65,16384,65535,32767
34,8,16385,0,32768
35,5,16385,1,32769
124,36,16385,2,65471
125,37,16385,3,65472
126,6,16385,4,65473
16,124,16385,5,65503
17,252,16385,7,65504
18,127,16385,8,65505
19,29,16385,9,65519
20,66,16385,15,65520
10,63,16385,16,65521
65,255,16385,17,65527
66,62,16385,31,65528
67,3,16385,32,65529
68,13,16385,33,65530
69,128,16385,63,65531
123,33,16385,64,65532
130,15,16385,65,65533
1,14,16385,127,65534
2,10,16385,128,65535
3,67,16385,129,0
4,11,16385,255,1
59,34,16385,256,2
60,2,16385,257,3
61,133,16385,511,4
62,253,16385,512,5
31,7,16385,513,7
32,18,16385,1023,8
30,30,16385,1024,9
253,1,16385,1025,15
255,12,16385,2047,16
0,123,16385,2048,17
14,19,16385,2049,31
15,35,16385,4095,32
36,59,16385,4096,33
37,126,16385,4097,63
128,69,16385,8191,64
129,129,16385,8192,65
7,32,16385,8193,116
132,21,16385,9993,117
28,130,16385,9994,118
29,131,16385,9995,119
11,132,16385,9996,120
33,251,16385,9997,121
13,68,16385,9998,122
254,17,16385,9999,123
12,254,16385,10000,124
8,64,16385,10001,125
127,0,16385,10002,126
131,16,16385,10003,127
5,60,16385,10004,128
6,125,16385,16383,129
9,20,16385,16384,255
21,27,16385,16385,256
133,35,16385,32767,257
251,31,16385,32768,511
10,61,16385,32769,512
11,65,16385,65471,513
252,9,16385,65472,1023
255,28,16385,65473,1024
11,4,16385,65503,1025
15,17,16385,65504,2047
16,33,16385,65505,2048
17,34,16385,65519,2049
35,68,16385,65520,4095
19,129,16385,65521,4096
3,253,16385,65527,4097
4,29,16385,65528,8191
27,126,16385,65529,8192
64,2,16385,65530,8193
62,132,16385,65531,16383
63,32,16385,65532,16384
64,0,16385,65533,16385
32,6,16385,65534,32767
33,62,16385,65535,32768
67,2,32767,0,32769
68,19,32767,1,65471
36,251,32767,2,65472
37,1,32767,3,65473
127,9,32767,4,65503
128,254,32767,5,65504
129,64,32767,7,65505
130,3,32767,8,65519
131,130,32767,9,65520
132,28,32767,15,65521
133,131,32767,16,65527
251,253,32767,17,65528
252,8,32767,31,65529
253,18,32767,32,65530
254,14,32767,33,65531
35,32,32767,63,65532
69,127,32767,64,65533
123,37,32767,65,65534
124,133,32767,127,65535
126,30,32767,128,0
18,7,32767,129,1
5,13,32767,255,2
6,69,32767,256,3
64,255,32767,257,4
8,36,32767,511,5
9,252,32767,512,7
10,12,32767,513,8
11,4,32767,1023,9
12,62,32767,1024,15
13,10,32767,1025,16
33,129,32767,2047,17
34,63,32767,2048,31
1,66,32767,2049,32
17,124,32767,4095,33
3,125,32767,4096,63
19,5,32767,4097,64
20,11,32767,8191,65
21,20,32767,8192,116
61,29,32767,8193,117
63,15,32767,9993,118
7,8,32767,9994,119
30,123,32767,9995,120
66,14,32767,9996,121
32,21,32767,9997,122
14,61,32767,9998,123
15,127,32767,9999,124
16,16,32767,10000,125
125,60,32767,10001,126
0,65,32767,10002,127
4,68,32767,10003,128
127,126,32767,10004,129
128,67,32767,16383,255
129,128,32767,16384,256
130,6,32767,16385,257
65,253,32767,32767,511
27,27,32767,32768,512
28,33,32767,32769,513
29,34,32767,65471,1023
31,125,32767,65472,1024
253,132,32767,65473,1025
255,17,32767,65503,2047
60,123,32767,65504,2048
0,0,32767,65505,2049
1,10,32767,65519,4095
2,35,32767,65520,4096
5,34,32767,65521,4097
59,59,32767,65527,8191
61,31,32767,65528,8192
62,63,32767,65529,8193
124,130,32767,65530,16383
8,133,32767,65531,16384
9,19,32767,65532,16385
65,130,32767,65533,32767
254,251,32767,65534,32768
34,6,32767,65535,32769
69,10,32768,0,65471
123,20,32768,1,65472
125,124,32768,2,65473
126,11,32768,3,65503
20,18,32768,4,65504
67,69,32768,5,65505
68,3,32768,7,65519
6,5,32768,8,65520
7,14,32768,9,65521
30,61,32768,15,65527
9,68,32768,16,65528
10,66,32768,17,65529
133,29,32768,31,65530
13,63,32768,32,65531
14,2,32768,33,65532
36,33,32768,63,65533
15,252,32768,64,65534
16,8,32768,65,65535
18,254,32768,127,0
19,255,32768,128,1
62,7,32768,129,2
63,127,32768,255,3
255,4,32768,256,4
0,16,32768,257,5
131,37,32768,511,7
132,123,32768,512,8
2,133,32768,513,9
4,10,32768,1023,15
31,67,32768,1024,16
32,13,32768,1025,17
35,30,32768,2047,31
123,15,32768,2048,32
124,132,32768,2049,33
128,251,32768,4095,63
59,131,32768,4096,64
60,253,32768,4097,65
61,4,32768,8191,116
65,35,32768,8192,117
130,60,32768,8193,118
5,126,32768,9993,119
17,12,32768,9994,120
28,21,32768,9995,121
252,28,32768,9996,122
254,34,32768,9997,123
12,62,32768,9998,124
13,36,32768,9999,125
14,65,32768,10000,126
37,9,32768,10001,127
126,11,32768,10002,128
127,130,32768,10003,129
3,1,32768,10004,255
8,17,32768,16383,256
20,19,32768,16384,257
21,18,32768,16385,511
27,64,32768,32767,512
66,64,32768,32768,513
251,66,32768,32769,1023
33,128,32768,65471,1024
34,129,32768,65472,1025
10,27,32768,65473,2047
11,125,32768,65503,2048
12,128,32768,65504,2049
29,0,32768,65505,4095
36,69,32768,65519,4096
67,255,32768,65520,4097
129,6,32768,65521,8191
5,31,32768,65527,8192
6,14,32768,65528,8193
7,59,32768,65529,16383
30,124,32768,65530,16384
133,125,32768,65531,16385
1,20,32768,65532,32767
64,253,32768,65533,32768
65,132,32768,65534,32769
253,69,32768,65535,65471
14,254,32769,0,65472
15,9,32769,1,65473
69,18,32769,2,65503
125,126,32769,3,65504
68,12,32769,4,65505
127,31,32769,5,65519
128,0,32769,7,65520
129,1,32769,8,65521
130,27,32769,9,65527
131,33,32769,15,65528
132,15,32769,16,65529
11,32,32769,17,65530
12,61,32769,31,65531
13,37,32769,32,65532
30,16,32769,33,65533
255,65,32769,63,65534
0,7,32769,64,65535
1,252,32769,65,0
2,19,32769,127,1
18,3,32769,128,2
19,36,32769,129,3
21,5,32769,255,4
27,66,32769,256,5
28,30,32769,257,7
29,35,32769,511,8
36,60,32769,512,9
37,253,32769,513,15
59,17,32769,1023,16
133,8,32769,1024,17
251,29,32769,1025,31
252,4,32769,2047,32
254,14,32769,2048,33
35,255,32769,2049,63
126,13,32769,4095,64
3,64,32769,4096,65
8,68,32769,4097,116
17,11,32769,8191,117
20,67,32769,8192,118
64,127,32769,8193,119
6,129,32769,9993,120
10,131,32769,9994,121
67,2,32769,9995,122
9,124,32769,9996,123
31,28,32769,9997,124
32,69,32769,9998,125
123,123,32769,9999,126
125,251,32769,10000,127
16,133,32769,10001,128
124,62,32769,10002,129
18,252,32769,10003,255
61,3,32769,10004,256
5,59,32769,16383,257
63,130,32769,16384,511
7,63,32769,16385,512
33,254,32769,32767,513
65,21,32769,32768,1023
66,124,32769,32769,1024
4,13,32769,65471,1025
62,126,32769,65472,2047
68,15,32769,65473,2048
34,132,32769,65503,2049
60,252,32769,65504,4095
255,10,32769,65505,4096
2,20,32769,65519,4097
3,35,32769,65520,8191
69,128,32769,65521,8192
123,6,32769,65527,8193
131,2,32769,65528,16383
132,12,32769,65529,16384
133,15,32769,65530,16385
251,16,32769,65531,32767
30,125,32769,65532,32768
12,5,32769,65533,32769
13,14,32769,65534,65471
14,123,32769,65535,65472
15,125,65471,0,65473
124,1,65471,1,65503
1,59,65471,2,65504
21,62,65471,3,65505
27,68,65471,4,65519
28,129,65471,5,65520
29,8,65471,7,65521
61,11,65471,8,65527
62,37,65471,9,65528
63,30,65471,15,65529
127,124,65471,16,65530
128,28,65471,17,65531
129,127,65471,31,65532
131,255,65471,32,65533
132,5,65471,33,65534
255,18,65471,63,65535
0,19,65471,64,0
17,33,65471,65,1
34,7,65471,127,2
35,8,65471,128,3
36,6,65471,129,4
37,63,65471,255,5
130,12,65471,256,7
7,13,65471,257,8
9,36,65471,511,9
31,66,65471,512,15
67,9,65471,513,16
68,17,65471,1023,17
69,69,65471,1024,31
126,61,65471,1025,32
254,130,65471,2047,33
16,133,65471,2048,63
252,32,65471,2049,64
253,3,65471,4095,65
18,34,65471,4096,116
33,31,65471,4097,117
59,60,65471,8191,118
60,7,65471,8192,119
65,4,65471,8193,120
6,29,65471,9993,121
8,65,65471,9994,122
10,67,65471,9995,123
32,254,65471,9996,124
123,10,65471,9997,125
20,131,65471,9998,126
14,15,65471,9999,127
11,16,65471,10000,128
133,252,65471,10001,129
251,21,65471,10002,255
4,2,65471,10003,256
19,251,65471,10004,257
66,253,65471,16383,511
5,0,65471,16384,512
8,35,65471,16385,513
9,18,65471,32767,1023
13,64,65471,32768,1024
3,14,65471,32769,1025
12,27,65471,65471,2047
125,123,65471,65472,2048
64,61,65471,65473,2049
13,126,65471,65503,4095
30,251,65471,65504,4096
15,132,65471,65505,4097
32,255,65471,65519,8191
34,8,65471,65520,8192
2,20,65471,65521,8193
4,68,65471,65527,16383
7,128,65471,65528,16384
18,17,65471,65529,16385
29,254,65471,65530,32767
61,4,65471,65531,32768
62,7,65471,65532,32769
66,62,65471,65533,65471
67,35,65471,65534,65472
68,60,65471,65535,65473
255,65,65472,0,65503
0,66,65472,1,65504
17,4,65472,2,65505
59,9,65472,3,65519
60,132,65472,4,65520
124,1,65472,5,65521
125,37,65472,7,65527
126,61,65472,8,65528
127,59,65472,9,65529
128,0,65472,15,65530
129,127,65472,16,65531
130,21,65472,17,65532
253,28,65472,31,65533
254,11,65472,32,65534
19,33,65472,33,65535
31,20,65472,63,0
37,32,65472,64,1
33,67,65472,65,2
69,30,65472,127,3
123,3,65472,128,4
1,64,65472,129,5
2,36,65472,255,7
20,60,65472,256,8
21,251,65472,257,9
27,33,65472,511,15
28,35,65472,512,16
63,5,65472,513,17
131,13,65472,1023,31
252,253,65472,1024,32
9,29,65472,1025,33
18,131,65472,2047,63
36,12,65472,2048,64
6,19,65472,2049,65
16,31,65472,4095,116
5,16,65472,4096,117
15,18,65472,4097,118
35,34,65472,8191,119
62,124,65472,8192,120
132,133,65472,8193,121
133,6,65472,9993,122
251,7,65472,9994,123
7,8,65472,9995,124
30,129,65472,9996,125
67,27,65472,9997,126
34,125,65472,9998,127
35,128,65472,9999,128
12,37,65472,10000,129
13,2,65472,10001,255
14,15,65472,10002,256
66,17,65472,10003,257
68,62,65472,10004,511
4,68,65472,16383,512
61,69,65472,16384,513
64,130,65472,16385,1023
65,63,65472,32767,1024
131,126,65472,32768,1025
132,251,65472,32769,2047
252,252,65472,65471,2048
32,67,65472,65472,2049
8,31,65472,65473,4095
14,123,65472,65503,4096
29,255,65472,65504,4097
33,123,65472,65505,8191
3,129,65472,65519,8192
10,254,65472,65520,8193
16,14,65472,65521,16383
11,28,65472,65527,16384
19,251,65472,65528,16385
20,30,65472,65529,32767
21,34,65472,65530,32768
1,67,65472,65531,32769
63,59,65472,65532,65471
69,63,65472,65533,65472
59,10,65472,65534,65473
60,5,65472,65535,65503
0,21,65473,0,65504
36,29,65473,1,65505
37,63,65473,2,65519
64,1,65473,3,65520
2,9,65473,4,65521
27,32,65473,5,65527
31,37,65473,7,65528
126,12,65473,8,65529
8,20,65473,9,65530
9,127,65473,15,65531
21,133,65473,16,65532
124,6,65473,17,65533
28,3,65473,31,65534
65,27,65473,32,65535
127,17,65473,33,0
67,129,65473,63,1
68,61,65473,64,2
125,64,65473,65,3
17,66,65473,127,4
255,18,65473,128,5
128,255,65473,129,7
129,59,65473,255,8
4,254,65473,256,9
130,11,65473,257,15
254,65,65473,511,16
10,0,65473,512,17
11,36,65473,513,31
16,30,65473,1023,32
20,131,65473,1024,33
34,5,65473,1025,63
69,253,65473,2047,64
253,19,65473,2048,65
254,14,65473,2049,116
1,13,65473,4095,117
6,31,65473,4096,118
18,68,65473,4097,119
19,126,65473,8191,120
63,4,65473,8192,121
7,7,65473,8193,122
29,69,65473,9993,123
30,128,65473,9994,124
133,130,65473,9995,125
5,252,65473,9996,126
15,60,65473,9997,127
132,132,65473,9998,128
251,16,65473,9999,129
33,1,65473,10000,255
252,10,65473,10001,256
3,15,65473,10002,257
59,12,65473,10003,511
60,13,65473,10004,512
12,13,65473,16383,513
123,33,65473,16384,1023
131,61,65473,16385,1024
6,124,65473,32767,1025
35,2,65473,32768,2047
36,28,65473,32769,2048
61,30,65473,65471,2049
13,21,65473,65472,4095
66,125,65473,65473,4096
124,127,65473,65503,4097
62,251,65473,65504,8191
126,34,65473,65505,8192
28,62,65473,65519,8193
32,8,65473,65520,16383
17,35,65473,65521,16384
129,123,65473,65527,16385
130,124,65473,65528,32767
131,3,65473,65529,32768
132,63,65473,65530,32769
2,17,65473,65531,65471
37,18,65473,65532,65472
31,128,65473,65533,65473
33,62,65473,65534,65503
255,67,65473,65535,65504
62,133,65503,0,65505
63,125,65503,1,65519
69,29,65503,2,65520
1,32,65503,3,65521
3,10,65503,4,65527
125,9,65503,5,65528
5,34,65503,7,65529
0,37,65503,8,65530
34,59,65503,9,65531
65,126,65503,15,65532
14,130,65503,16,65533
27,21,65503,17,65534
59,251,65503,31,65535
60,1,65503,32,0
61,18,65503,33,1
253,19,65503,63,2
16,28,65503,64,3
29,29,65503,65,4
30,66,65503,127,5
127,5,65503,128,7
4,20,65503,129,8
128,65,65503,255,9
129,127,65503,256,15
6,36,65503,257,16
17,7,65503,511,17
18,4,65503,512,31
35,27,65503,513,32
133,11,65503,1023,33
251,12,65503,1024,63
31,255,65503,1025,64
32,0,65503,2047,65
67,129,65503,2048,116
255,30,65503,2049,117
36,33,65503,4095,118
37,252,65503,4096,119
124,2,65503,4097,120
7,8,65503,8191,121
19,16,65503,8192,122
21,64,65503,8193,123
27,68,65503,9993,124
64,0,65503,9994,125
130,3,65503,9995,126
9,4,65503,9996,127
11,12,65503,9997,128
20,14,65503,9998,129
131,69,65503,9999,255
15,131,65503,10000,256
126,132,65503,10001,257
254,17,65503,10002,511
68,60,65503,10003,512
123,253,65503,10004,513
12,254,65503,16383,1023
252,18,65503,16384,1024
20,67,65503,16385,1025
2,66,65503,32767,2047
33,62,65503,32768,2048
66,15,65503,32769,2049
28,31,65503,65471,4095
8,1,65503,65472,4096
13,6,65503,65473,4097
0,35,65503,65503,8191
10,36,65503,65504,8192
35,127,65503,65505,8193
125,61,65503,65519,16383
127,123,65503,65520,16384
128,65,65503,65521,16385
130,128,65503,65527,32767
132,27,65503,65528,32768
8,13,65503,65529,32769
9,19,65503,65530,65471
10,133,65503,65531,65472
65,15,65503,65532,65473
251,11,65503,65533,65503
252,33,65503,65534,65504
254,36,65503,65535,65505
69,16,65504,0,65519
123,32,65504,1,65520
35,126,65504,2,65521
124,132,65504,3,65527
4,37,65504,4,65528
5,69,65504,5,65529
6,123,65504,7,65530
7,124,65504,8,65531
63,130,65504,9,65532
3,62,65504,15,65533
64,128,65504,16,65534
66,9,65504,17,65535
67,11,65504,31,0
29,20,65504,32,1
30,133,65504,33,2
31,252,65504,63,3
32,28,65504,64,4
0,29,65504,65,5
1,31,65504,127,7
2,254,65504,128,8
14,2,65504,129,9
19,125,65504,255,15
127,6,65504,256,16
128,7,65504,257,17
129,60,65504,511,31
62,255,65504,512,32
133,3,65504,513,33
21,65,65504,1023,63
33,59,65504,1024,64
68,9,65504,1025,65
253,27,65504,2047,116
255,34,65504,2048,117
15,64,65504,2049,118
59,5,65504,4095,119
17,18,65504,4096,120
18,10,65504,4097,121
254,19,65504,8191,122
131,30,65504,8192,123
28,131,65504,8193,124
126,13,65504,9993,125
132,21,65504,9994,126
251,253,65504,9995,127
27,8,65504,9996,128
130,28,65504,9997,129
253,129,65504,9998,255
13,14,65504,9999,256
36,66,65504,10000,257
9,36,65504,10001,511
11,63,65504,10002,512
16,68,65504,10003,513
18,12,65504,10004,1023
20,0,65504,16383,1024
34,1,65504,16384,1025
37,69,65504,16385,2047
63,127,65504,32767,2048
125,255,65504,32768,2049
65,1,65504,32769,4095
60,33,65504,65471,4096
61,35,65504,65472,4097
68,129,65504,65473,8191
8,130,65504,65503,8192
10,21,65504,65504,8193
12,37,65504,65505,16383
34,67,65504,65519,16384
126,2,65504,65520,16385
252,15,65504,65521,32767
6,30,65504,65527,32768
21,61,65504,65528,32769
35,65,65504,65529,65471
64,66,65504,65530,65472
123,4,65504,65531,65473
11,17,65504,65532,65503
31,60,65504,65533,65504
126,19,65504,65534,65505
32,68,65504,65535,65519
36,125,65505,0,65520
1,124,65505,1,65521
2,133,65505,2,65527
3,29,65505,3,65528
59,37,65505,4,65529
60,126,65505,5,65530
61,27,65505,7,65531
62,59,65505,8,65532
64,128,65505,9,65533
4,251,65505,15,65534
30,0,65505,16,65535
66,31,65505,17,0
68,252,65505,31,1
69,132,65505,32,2
28,254,65505,33,3
15,35,65505,63,4
33,63,65505,64,5
124,253,65505,65,7
125,3,65505,127,8
127,16,65505,128,9
5,32,65505,129,15
123,9,65505,255,16
255,64,65505,256,17
0,65,65505,257,31
65,5,65505,511,32
130,7,65505,512,33
29,8,65505,513,63
129,10,65505,1023,64
7,6,65505,1024,65
14,36,65505,1025,116
27,11,65505,2047,117
133,14,65505,2048,118
19,13,65505,2049,119
37,17,65505,4095,120
253,30,65505,4096,121
16,34,65505,4097,122
252,131,65505,8191,123
128,33,65505,8192,124
17,59,65505,8193,125
