# ACTS Test Suite Generation: Thu Nov 04 11:35:24 EET 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 6
# Maximum number of values per parameter: 183
# Number of configurations: 7267
Data_length,Reference_Type,File_number,Record_number,Record_length,Record_data
125,18,64,65504,125,507
16,254,65,65505,126,507
127,33,127,65519,127,507
33,11,128,65520,128,507
1,12,129,65521,129,507
5,37,255,65527,255,507
131,125,256,65528,256,507
7,61,257,65529,257,507
132,127,511,65530,511,507
6,60,512,65531,512,507
18,4,513,65532,513,507
29,124,1023,65533,1023,507
34,125,1024,65534,1024,507
35,30,1025,65535,1025,507
8,65,2047,0,2047,509
251,35,2048,1,2048,509
15,252,2049,2,2049,509
16,34,4095,3,4095,509
17,10,4096,4,4096,509
36,17,4097,5,4097,509
59,19,8191,7,8191,509
254,30,8192,8,8192,509
27,61,8193,9,8193,509
6,63,10000,15,16383,509
7,126,16383,16,16384,509
61,127,16384,17,16385,509
64,9,16385,31,32767,509
9,37,32767,32,32768,509
10,32,32768,33,32769,509
11,123,32769,63,65471,509
21,124,65471,64,65472,509
30,133,65472,65,65473,509
31,6,65473,127,65503,509
128,28,65503,128,65504,509
60,59,65504,129,65505,509
253,66,65505,255,65519,509
127,8,65519,256,65520,509
62,21,65520,257,65521,509
29,129,65521,511,65527,509
130,29,65527,512,65528,509
131,30,65528,513,65529,509
132,60,65529,1023,65530,509
10,15,65530,1024,65531,509
12,69,65531,1025,65532,509
255,128,65532,2047,65533,509
0,130,65533,2048,65534,509
14,132,65534,2049,65535,509
37,3,65535,4095,0,509
66,13,0,4096,1,509
68,18,1,4097,2,509
124,16,2,8191,3,509
129,251,3,8192,4,509
33,253,4,8193,5,509
123,255,5,9993,7,509
126,12,7,9994,8,509
2,27,8,9995,9,509
67,62,9,9996,15,509
133,20,10,9997,16,509
3,2,11,9998,17,509
28,64,12,9999,31,509
34,0,13,10000,32,509
35,3,14,10001,33,509
19,131,15,10002,63,509
252,68,16,10003,64,509
13,4,17,10004,65,509
20,31,31,16383,116,509
0,36,32,16384,117,509
1,14,33,16385,118,509
5,33,63,32767,119,509
61,5,64,32768,120,509
62,35,65,32769,121,509
10,132,127,65471,122,509
18,6,128,65472,123,509
255,7,129,65473,124,509
0,10,255,65503,125,509
32,11,256,65504,126,509
4,36,257,65505,127,509
251,32,511,65519,128,509
14,69,512,65520,129,509
125,1,513,65521,255,509
126,13,1023,65527,256,509
27,254,1024,65528,257,509
28,255,1025,65529,511,509
36,64,2047,65530,512,509
7,67,2048,65531,513,509
8,60,2049,65532,1023,509
60,126,4095,65533,1024,509
61,132,4096,65534,1025,509
63,7,4097,65535,2047,509
254,133,8191,0,2048,511
31,14,8192,1,2049,511
32,31,8193,2,4095,511
36,11,10000,3,4096,511
59,34,16383,4,4097,511
33,65,16384,5,8191,511
60,66,16385,7,8192,511
61,13,32767,8,8193,511
2,125,32768,9,16383,511
3,18,32769,15,16384,511
4,59,65471,16,16385,511
128,2,65472,17,32767,511
131,63,65473,31,32768,511
132,124,65503,32,32769,511
68,27,65504,33,65471,511
9,129,65505,63,65472,511
13,130,65519,64,65473,511
253,19,65520,65,65503,511
12,61,65521,127,65504,511
11,123,65527,128,65505,511
127,12,65528,129,65519,511
15,21,65529,255,65520,511
129,253,65530,256,65521,511
17,33,65531,257,65527,511
18,251,65532,511,65528,511
5,28,65533,512,65529,511
20,126,65534,513,65530,511
21,0,65535,1023,65531,511
30,6,0,1024,65532,511
28,15,1,1025,65533,511
14,8,2,2047,65534,511
255,35,3,2048,65535,511
16,252,4,2049,0,511
17,64,5,4095,1,511
65,131,7,4096,2,511
66,128,8,4097,3,511
130,32,9,8191,4,511
34,16,10,8192,5,511
35,4,11,8193,7,511
133,29,12,9993,8,511
29,1,13,9994,9,511
126,30,14,9995,15,511
253,67,15,9996,16,511
69,127,16,9997,17,511
252,36,17,9998,31,511
19,37,31,9999,32,511
10,62,32,10000,33,511
67,59,33,10001,63,511
0,28,63,10002,64,511
251,60,64,10003,65,511
123,3,65,10004,116,511
124,10,127,16383,117,511
129,7,128,16384,118,511
130,255,129,16385,119,511
1,9,255,32767,120,511
7,17,256,32768,121,511
8,5,257,32769,122,511
125,9,511,65471,123,511
27,21,512,65472,124,511
64,32,513,65473,125,511
6,128,1023,65503,126,511
29,20,1024,65504,127,511
37,34,1025,65505,128,511
9,254,2047,65519,129,511
254,68,2048,65520,255,511
16,131,2049,65521,256,511
34,15,4095,65527,257,511
35,6,4096,65528,511,511
62,132,4097,65529,512,511
63,253,8191,65530,513,511
64,63,8192,65531,1023,511
130,66,8193,65532,1024,511
252,69,10000,65533,1025,511
253,37,16383,65534,2047,511
31,9,16384,65535,2048,511
32,33,16385,0,2049,513
33,61,32767,1,4095,513
69,62,32768,2,4096,513
123,253,32769,3,4097,513
35,254,65471,4,8191,513
5,31,65472,5,8192,513
6,15,65473,7,8193,513
62,130,65503,8,16383,513
63,62,65504,9,16384,513
8,0,65505,15,16385,513
9,8,65519,16,32767,513
128,19,65520,17,32768,513
19,127,65521,31,32769,513
20,131,65527,32,65471,513
21,9,65528,33,65472,513
67,20,65529,63,65473,513
28,3,65530,64,65503,513
36,67,65531,65,65504,513
13,27,65532,127,65505,513
14,133,65533,128,65519,513
15,251,65534,129,65520,513
68,60,65535,255,65521,513
27,125,0,256,65527,513
132,68,1,257,65528,513
3,14,2,511,65529,513
30,4,3,512,65530,513
59,18,4,513,65531,513
60,17,5,1023,65532,513
2,129,7,1024,65533,513
129,10,8,1025,65534,513
65,12,9,2047,65535,513
131,7,10,2048,0,513
254,126,11,2049,1,513
255,65,12,4095,2,513
251,21,13,4096,3,513
18,11,14,4097,4,513
124,13,15,8191,5,513
4,252,16,8192,7,513
12,63,17,8193,8,513
127,16,31,9993,9,513
61,5,32,9994,15,513
7,59,33,9995,16,513
133,34,63,9996,17,513
11,133,64,9997,31,513
253,123,65,9998,32,513
66,132,127,9999,33,513
125,64,128,10000,63,513
252,2,129,10001,64,513
10,6,255,10002,65,513
128,14,256,10003,116,513
68,35,257,10004,117,513
0,32,511,16383,118,513
1,124,512,16384,119,513
2,29,513,16385,120,513
3,255,1023,32767,121,513
34,10,1024,32768,122,513
29,128,1025,32769,123,513
64,4,2047,65471,124,513
31,29,2048,65472,125,513
130,30,2049,65473,126,513
131,37,4095,65503,127,513
132,28,4096,65504,128,513
133,35,4097,65505,129,513
16,0,8191,65519,255,513
17,34,8192,65520,256,513
37,69,8193,65521,257,513
18,36,10000,65527,511,513
69,0,16383,65528,512,513
123,1,16384,65529,513,513
124,4,16385,65530,1023,513
125,19,32767,65531,1024,513
126,17,32768,65532,1025,513
127,130,32769,65533,2047,513
11,252,65471,65534,2048,513
67,8,65472,65535,2049,513
68,29,65473,0,4095,515
9,15,65503,1,4096,515
65,16,65504,2,4097,515
66,20,65505,3,8191,515
19,32,65519,4,8192,515
18,66,65520,5,8193,515
125,133,65521,7,16383,515
128,9,65527,8,16384,515
15,31,65528,9,16385,515
29,67,65529,15,32767,515
63,131,65530,16,32768,515
30,252,65531,17,32769,515
251,33,65532,31,65471,515
4,63,65533,32,65472,515
5,123,65534,33,65473,515
35,65,65535,63,65503,515
36,129,0,64,65504,515
13,130,1,65,65505,515
32,1,2,127,65519,515
33,127,3,128,65520,515
0,64,4,129,65521,515
20,69,5,255,65527,515
255,10,7,256,65528,515
59,255,8,257,65529,515
6,13,9,511,65530,515
7,253,10,512,65531,515
27,5,11,513,65532,515
130,6,12,1023,65533,515
67,17,13,1024,65534,515
132,18,14,1025,65535,515
133,19,15,2047,0,515
11,60,16,2048,1,515
12,8,17,2049,2,515
2,12,31,4095,3,515
8,14,32,4096,4,515
3,7,33,4097,5,515
16,27,63,8191,7,515
254,4,64,8192,8,515
17,30,65,8193,9,515
21,61,127,9993,15,515
62,8,128,9994,16,515
131,32,129,9995,17,515
126,126,255,9996,31,515
127,254,256,9997,32,515
31,251,257,9998,33,515
60,11,511,9999,63,515
252,59,512,10000,64,515
69,124,513,10001,65,515
123,125,1023,10002,116,515
124,32,1024,10003,117,515
129,31,1025,10004,118,515
1,36,2047,16383,119,515
34,62,2048,16384,120,515
128,34,2049,16385,121,515
28,35,4095,32767,122,515
37,2,4096,32768,123,515
10,37,4097,32769,124,515
253,28,8191,65471,125,515
61,3,8192,65472,126,515
30,128,8193,65473,127,515
14,61,10000,65503,128,515
32,132,16383,65504,129,515
2,14,16384,65505,255,515
36,68,16385,65519,256,515
35,126,32767,65520,257,515
36,18,32768,65521,511,515
60,35,32769,65527,512,515
59,27,65471,65528,513,515
60,66,65472,65529,1023,515
61,126,65473,65530,1024,515
59,127,65503,65531,1025,515
29,133,65504,65532,2047,515
64,251,65505,65533,2048,515
12,0,65519,65534,2049,515
66,21,65520,65535,4095,515
33,131,65521,0,4096,517
34,12,65527,1,4097,517
254,66,65528,2,8191,517
15,33,65529,3,8192,517
16,65,65530,4,8193,517
9,16,65531,5,16383,517
10,9,65532,7,16384,517
63,17,65533,8,16385,517
64,124,65534,9,32767,517
65,36,65535,15,32768,517
5,27,0,16,32769,517
17,20,1,17,65471,517
68,21,2,31,65472,517
19,132,3,32,65473,517
251,18,4,33,65503,517
4,125,5,63,65504,517
31,28,7,64,65505,517
125,59,8,65,65519,517
126,63,9,127,65520,517
127,15,10,128,65521,517
129,127,11,129,65527,517
7,252,12,255,65528,517
6,11,13,256,65529,517
255,123,14,257,65530,517
8,128,15,511,65531,517
18,3,16,512,65532,517
66,5,17,513,65533,517
11,7,31,1023,65534,517
21,37,32,1024,65535,517
133,129,33,1025,0,517
32,251,63,2047,1,517
252,10,64,2048,2,517
69,31,65,2049,3,517
35,61,127,4095,4,517
36,251,128,4096,5,517
37,13,129,4097,7,517
59,19,255,8191,8,517
3,35,256,8192,9,517
132,69,257,8193,15,517
124,27,511,9993,16,517
251,29,512,9994,17,517
14,34,513,9995,31,517
20,130,1023,9996,32,517
13,65,1024,9997,33,517
30,253,1025,9998,63,517
33,126,2047,9999,64,517
253,2,2048,10000,65,517
254,15,2049,10001,116,517
27,68,4095,10002,117,517
67,6,4096,10003,118,517
1,33,4097,10004,119,517
2,60,8191,16383,120,517
21,32,8192,16384,121,517
62,254,8193,16385,122,517
0,255,10000,32767,123,517
128,255,16383,32768,124,517
28,36,16384,32769,125,517
131,1,16385,65471,126,517
12,251,32767,65472,127,517
28,62,32768,65473,128,517
60,133,32769,65503,129,517
61,67,65471,65504,255,517
123,252,65472,65505,256,517
255,8,65473,65519,257,517
252,64,65503,65520,511,517
15,63,65504,65521,512,517
20,132,65505,65527,513,517
62,12,65519,65528,1023,517
0,20,65520,65529,1024,517
1,33,65521,65530,1025,517
16,4,65527,65531,2047,517
30,129,65528,65532,2048,517
7,19,65529,65533,2049,517
30,67,65530,65534,4095,517
34,1,65531,65535,4096,517
35,63,65532,0,4097,1019
13,128,65533,1,8191,1019
66,0,65534,2,8192,1019
126,16,65535,3,8193,1019
60,64,0,4,16383,1019
254,123,1,5,16384,1019
16,35,2,7,16385,1019
130,60,3,8,32767,1019
132,62,4,9,32768,1019
4,129,5,15,32769,1019
28,251,7,16,65471,1019
29,69,8,17,65472,1019
64,18,9,31,65473,1019
65,21,10,32,65503,1019
7,132,11,33,65504,1019
63,3,12,63,65505,1019
69,20,13,64,65519,1019
123,131,14,65,65520,1019
124,31,15,127,65521,1019
251,66,16,128,65527,1019
125,130,17,129,65528,1019
129,61,31,255,65529,1019
131,125,32,256,65530,1019
5,17,33,257,65531,1019
19,127,63,511,65532,1019
33,9,64,512,65533,1019
9,59,65,513,65534,1019
8,133,127,1023,65535,1019
31,5,128,1024,0,1019
68,33,129,1025,1,1019
127,10,255,2047,2,1019
67,1,256,2048,3,1019
2,253,257,2049,4,1019
14,13,511,4095,5,1019
17,124,512,4096,7,1019
1,254,513,4097,8,1019
18,253,1023,8191,9,1019
20,19,1024,8192,15,1019
27,28,1025,8193,16,1019
0,15,2047,9993,17,1019
37,6,2048,9994,31,1019
10,65,2049,9995,32,1019
11,59,4095,9996,33,1019
32,67,4096,9997,63,1019
133,68,4097,9998,64,1019
34,14,8191,9999,65,1019
3,29,8192,10000,116,1019
12,4,8193,10001,117,1019
251,34,10000,10002,118,1019
255,37,16383,10003,119,1019
15,252,16384,10004,120,1019
128,2,16385,16383,121,1019
36,12,32767,16384,122,1019
6,30,32768,16385,123,1019
59,61,32769,32767,124,1019
123,21,65471,32768,125,1019
124,27,65472,32769,126,1019
62,127,65473,65471,127,1019
21,37,65503,65472,128,1019
127,11,65504,65473,129,1019
132,12,65505,65503,255,1019
252,31,65519,65504,256,1019
251,126,65520,65505,257,1019
30,7,65521,65519,511,1019
253,125,65527,65520,512,1019
3,123,65528,65521,513,1019
10,128,65529,65527,1023,1019
19,255,65530,65528,1024,1019
61,60,65531,65529,1025,1019
65,20,65532,65530,2047,1019
133,66,65533,65531,2048,1019
28,69,65534,65532,2049,1019
19,132,65535,65533,4095,1019
20,8,0,65534,4096,1019
21,10,1,65535,4097,1019
4,13,13,0,8191,1021
253,20,14,1,8192,1021
10,11,15,2,8193,1021
17,12,16,3,16383,1021
18,13,17,4,16384,1021
255,29,31,5,16385,1021
5,3,32,7,32767,1021
60,129,33,8,32768,1021
66,17,63,9,32769,1021
130,64,64,15,65471,1021
125,16,65,16,65472,1021
126,1,127,17,65473,1021
6,254,128,31,65503,1021
21,5,129,32,65504,1021
37,4,255,33,65505,1021
65,6,256,63,65519,1021
131,14,257,64,65520,1021
16,28,511,65,65521,1021
33,123,512,127,65527,1021
32,69,513,128,65528,1021
19,65,1023,129,65529,1021
36,68,1024,255,65530,1021
13,2,1025,256,65531,1021
14,7,2047,257,65532,1021
15,9,2048,511,65533,1021
2,36,2049,512,65534,1021
62,130,4095,513,65535,1021
28,16,4096,1023,0,1021
64,0,4097,1024,1,1021
11,124,8191,1025,2,1021
29,18,8192,2047,3,1021
31,30,8193,2048,4,1021
67,125,10000,2049,5,1021
1,131,16383,4095,7,1021
69,34,16384,4096,8,1021
61,252,16385,4097,9,1021
129,15,32767,8191,15,1021
63,21,32768,8192,16,1021
21,19,32769,8193,17,1021
27,32,65471,9993,31,1021
9,62,65472,9994,32,1021
128,127,65473,9995,33,1021
132,4,65503,9996,63,1021
3,33,65504,9997,64,1021
254,61,65505,9998,65,1021
255,63,65519,9999,116,1021
7,128,65520,10000,117,1021
253,8,65521,10001,118,1021
12,126,65527,10002,119,1021
8,127,65528,10003,120,1021
35,133,65529,10004,121,1021
68,253,65530,16383,122,1021
16,63,65531,16384,123,1021
34,10,65532,16385,124,1021
124,59,65533,32767,125,1021
59,31,65534,32768,126,1021
20,129,65535,32769,127,1021
30,255,0,65471,128,1021
66,27,1,65472,129,1021
18,60,2,65473,255,1021
252,65,3,65503,256,1021
0,124,4,65504,257,1021
1,12,5,65505,511,1021
13,37,7,65519,512,1021
251,132,8,65520,513,1021
4,29,9,65521,1023,1021
6,62,10,65527,1024,1021
6,67,11,65528,1025,1021
123,251,12,65529,2047,1021
17,7,13,65530,2048,1021
127,34,14,65531,2049,1021
17,130,15,65532,4095,1021
27,6,16,65533,4096,1021
128,66,17,65534,4097,1021
131,10,31,65535,8191,1021
11,16,32,0,8192,1023
29,30,33,1,8193,1023
13,35,63,2,16383,1023
14,123,64,3,16384,1023
15,62,65,4,16385,1023
16,64,127,5,32767,1023
32,5,128,7,32768,1023
33,6,129,8,32769,1023
130,36,255,9,65471,1023
63,133,256,15,65472,1023
65,18,257,16,65473,1023
67,31,511,17,65503,1023
129,68,512,31,65504,1023
4,129,513,32,65505,1023
132,254,1023,33,65519,1023
133,11,1024,63,65520,1023
251,33,1025,64,65521,1023
8,3,2047,65,65527,1023
69,66,2048,127,65528,1023
126,10,2049,128,65529,1023
31,125,4095,129,65530,1023
128,59,4096,255,65531,1023
9,131,4097,256,65532,1023
20,2,8191,257,65533,1023
35,28,8192,511,65534,1023
37,15,8193,512,65535,1023
64,29,10000,513,0,1023
59,14,16383,1023,1,1023
60,0,16384,1024,2,1023
254,61,16385,1025,3,1023
255,21,32767,2047,4,1023
0,63,32768,2048,5,1023
10,1,32769,2049,7,1023
30,251,65471,4095,8,1023
34,60,65472,4096,9,1023
125,17,65473,4097,15,1023
2,32,65503,8191,16,1023
123,18,65504,8192,17,1023
131,20,65505,8193,31,1023
5,30,65519,9993,32,1023
19,2,65520,9994,33,1023
127,19,65521,9995,63,1023
21,34,65527,9996,64,1023
27,128,65528,9997,65,1023
62,130,65529,9998,116,1023
133,69,65530,9999,117,1023
11,9,65531,10000,118,1023
31,65,65532,10001,119,1023
36,27,65533,10002,120,1023
1,252,65534,10003,121,1023
5,124,65535,10004,122,1023
68,7,0,16383,123,1023
17,8,1,16384,124,1023
61,13,2,16385,125,1023
18,37,3,32767,126,1023
64,127,4,32768,127,1023
252,126,5,32769,128,1023
3,253,7,65471,129,1023
63,9,8,65472,255,1023
66,3,9,65473,256,1023
29,31,10,65503,257,1023
66,65,11,65504,511,1023
67,255,12,65505,512,1023
12,12,13,65519,513,1023
59,32,14,65520,1023,1023
253,132,15,65521,1024,1023
254,7,16,65527,1025,1023
124,35,17,65528,2047,1023
27,126,31,65529,2048,1023
9,131,32,65530,2049,1023
129,253,33,65531,4095,1023
67,4,63,65532,4096,1023
68,37,64,65533,4097,1023
130,64,65,65534,8191,1023
7,28,127,65535,8192,1023
12,7,128,0,8193,1025
32,123,129,1,16383,1025
33,11,255,2,16384,1025
34,5,256,3,16385,1025
3,125,257,4,32767,1025
4,60,511,5,32768,1025
37,255,512,7,32769,1025
6,35,513,8,65471,1025
7,18,1023,9,65472,1025
128,17,1024,15,65473,1025
18,64,1025,16,65503,1025
19,69,2047,17,65504,1025
20,128,2048,31,65505,1025
68,2,2049,32,65519,1025
69,68,4095,33,65520,1025
14,36,4096,63,65521,1025
15,27,4097,64,65527,1025
29,33,8191,65,65528,1025
30,0,8192,127,65529,1025
65,1,8193,128,65530,1025
255,67,10000,129,65531,1025
126,31,16383,255,65532,1025
0,66,16384,256,65533,1025
35,3,16385,257,65534,1025
36,6,32767,511,65535,1025
61,14,32768,512,0,1025
63,37,32769,513,1,1025
66,62,65471,1023,2,1025
133,254,65472,1024,3,1025
27,63,65473,1025,4,1025
69,16,65503,2047,5,1025
132,8,65504,2048,7,1025
124,15,65505,2049,8,1025
125,19,65519,4095,9,1025
13,6,65520,4096,15,1025
127,124,65521,4097,16,1025
15,28,65527,8191,17,1025
16,13,65528,8192,31,1025
2,34,65529,8193,32,1025
8,61,65530,9993,33,1025
64,126,65531,9994,63,1025
253,130,65532,9995,64,1025
62,10,65533,9996,65,1025
67,129,65534,9997,116,1025
28,251,65535,9998,117,1025
31,252,0,9999,118,1025
123,133,1,10000,119,1025
129,16,2,10001,120,1025
10,20,3,10002,121,1025
9,63,4,10003,122,1025
254,29,5,10004,123,1025
11,254,7,16383,124,1025
5,127,8,16384,125,1025
19,132,9,16385,126,1025
60,21,10,32767,127,1025
130,12,11,32768,128,1025
131,127,12,32769,129,1025
21,30,13,65471,255,1025
251,32,14,65472,256,1025
252,9,15,65473,257,1025
8,11,16,65503,511,1025
17,253,17,65504,512,1025
28,3,31,65505,513,1025
31,15,32,65519,1023,1025
32,131,33,65520,1024,1025
4,59,63,65521,1025,1025
59,14,64,65527,2047,1025
126,4,65,65528,2048,1025
14,65,127,65529,2049,1025
128,15,128,65530,4095,1025
4,27,129,65531,4096,1025
131,67,255,65532,4097,1025
132,11,256,65533,8191,1025
129,131,257,65534,8192,1025
254,3,511,65535,8193,1025
0,254,512,0,16383,1027
132,16,513,1,16384,1027
133,33,1023,2,16385,1027
6,36,1024,3,32767,1027
8,62,1025,4,32768,1027
31,68,2047,5,32769,1027
33,0,2048,7,65471,1027
255,19,2049,8,65472,1027
21,35,4095,9,65473,1027
27,131,4096,15,65503,1027
29,5,4097,16,65504,1027
65,60,8191,17,65505,1027
130,17,8192,31,65519,1027
66,67,8193,32,65520,1027
13,124,10000,33,65521,1027
68,13,16383,63,65527,1027
123,2,16384,64,65528,1027
31,21,16385,65,65529,1027
37,125,32767,127,65530,1027
62,129,32768,128,65531,1027
1,34,32769,129,65532,1027
2,59,65471,255,65533,1027
3,65,65472,256,65534,1027
124,9,65473,257,65535,1027
125,20,65503,511,0,1027
126,64,65504,512,1,1027
18,28,65505,513,2,1027
32,252,65519,1023,3,1027
33,255,65520,1024,4,1027
7,1,65521,1025,5,1027
63,130,65527,2047,7,1027
35,18,65528,2048,8,1027
36,29,65529,2049,9,1027
252,123,65530,4095,15,1027
12,128,65531,4096,16,1027
61,63,65532,4097,17,1027
253,69,65533,8191,31,1027
19,14,65534,8192,32,1027
64,133,65535,8193,33,1027
65,254,0,9993,63,1027
127,0,1,9994,64,1027
5,251,2,9995,65,1027
16,7,3,9996,116,1027
131,8,4,9997,117,1027
10,10,5,9998,118,1027
14,126,7,9999,119,1027
20,68,8,10000,120,1027
9,128,9,10001,121,1027
17,61,10,10002,122,1027
34,30,11,10003,123,1027
128,31,12,10004,124,1027
129,132,13,16383,125,1027
67,37,14,16384,126,1027
37,27,15,16385,127,1027
20,66,16,32767,128,1027
4,11,17,32768,129,1027
15,15,31,32769,255,1027
69,255,32,65471,256,1027
11,0,33,65472,257,1027
12,254,63,65473,511,1027
19,253,64,65503,512,1027
30,33,65,65504,513,1027
252,18,127,65505,1023,1027
11,64,128,65519,1024,1027
12,8,129,65520,1025,1027
60,3,255,65521,2047,1027
68,32,256,65527,2048,1027
127,59,257,65528,2049,1027
3,6,511,65529,4095,1027
28,133,512,65530,4096,1027
37,5,513,65531,4097,1027
59,127,1023,65532,8191,1027
251,12,1024,65533,8192,1027
21,21,1025,65534,8193,1027
13,68,2047,65535,16383,1027
123,36,2048,0,16384,1029
124,255,2049,1,16385,1029
30,17,4095,2,32767,1029
31,66,4096,3,32768,1029
65,123,4097,4,32769,1029
0,61,8191,5,65471,1029
12,62,8192,7,65472,1029
34,126,8193,8,65473,1029
129,1,10000,9,65503,1029
2,19,16383,15,65504,1029
64,3,16384,16,65505,1029
1,14,16385,17,65519,1029
10,5,32767,31,65520,1029
11,67,32768,32,65521,1029
14,28,32769,33,65527,1029
252,30,65471,63,65528,1029
254,35,65472,64,65529,1029
15,132,65473,65,65530,1029
18,69,65503,127,65531,1029
33,130,65504,128,65532,1029
35,131,65505,129,65533,1029
61,9,65519,255,65534,1029
130,29,65520,256,65535,1029
36,2,65521,257,0,1029
131,11,65527,511,1,1029
9,34,65528,512,2,1029
37,6,65529,513,3,1029
62,20,65530,1023,4,1029
63,31,65531,1024,5,1029
69,33,65532,1025,7,1029
127,123,65533,2047,8,1029
29,4,65534,2048,9,1029
16,10,65535,2049,15,1029
59,128,0,4095,16,1029
60,125,1,4096,17,1029
128,129,2,4097,31,1029
125,7,3,8191,32,1029
21,0,4,8192,33,1029
126,27,5,8193,63,1029
6,60,7,9993,64,1029
7,64,8,9994,65,1029
13,252,9,9995,116,1029
253,18,10,9996,117,1029
5,21,11,9997,118,1029
66,15,12,9998,119,1029
67,16,13,9999,120,1029
8,1,14,10000,121,1029
32,63,15,10001,122,1029
35,8,16,10002,123,1029
36,124,17,10003,124,1029
60,17,31,10004,125,1029
3,32,32,16383,126,1029
255,133,33,16384,127,1029
68,8,63,16385,128,1029
132,29,64,32767,129,1029
20,132,65,32768,255,1029
133,30,127,32769,256,1029
17,13,128,65471,257,1029
28,20,129,65472,511,1029
29,61,255,65473,512,1029
251,130,256,65503,513,1029
133,37,257,65504,1023,1029
5,68,511,65505,1024,1029
7,251,512,65519,1025,1029
19,124,513,65520,2047,1029
33,254,1023,65521,2048,1029
62,124,1024,65527,2049,1029
63,1,1025,65528,4095,1029
4,59,2047,65529,4096,1029
19,3,2048,65530,4097,1029
27,132,2049,65531,8191,1029
64,5,4095,65532,8192,1029
8,36,4096,65533,8193,1029
69,65,4097,65534,16383,1029
9,253,8191,65535,16384,1029
252,12,8192,0,16385,1437
0,13,8193,1,32767,1437
125,20,10000,2,32768,1437
254,60,16383,3,32769,1437
14,15,16384,4,65471,1437
15,128,16385,5,65472,1437
253,10,32767,7,65473,1437
13,28,32768,8,65503,1437
251,65,32769,9,65504,1437
126,34,65471,15,65505,1437
127,68,65472,16,65519,1437
6,125,65473,17,65520,1437
7,252,65503,31,65521,1437
8,19,65504,32,65527,1437
34,35,65505,33,65528,1437
123,69,65519,63,65529,1437
10,30,65520,64,65530,1437
11,61,65521,65,65531,1437
17,32,65527,127,65532,1437
68,16,65528,128,65533,1437
128,253,65529,129,65534,1437
33,126,65530,255,65535,1437
124,4,65531,256,0,1437
132,7,65532,257,1,1437
1,127,65533,511,2,1437
27,131,65534,512,3,1437
30,67,65535,513,4,1437
9,255,0,1023,5,1437
32,59,1,1024,7,1437
130,123,2,1025,8,1437
131,9,3,2047,9,1437
19,17,4,2048,15,1437
133,2,5,2049,16,1437
18,21,7,4095,17,1437
4,3,8,4096,31,1437
35,14,9,4097,32,1437
36,66,10,8191,33,1437
37,130,11,8192,63,1437
61,5,12,8193,64,1437
2,18,13,9993,65,1437
63,36,14,9994,116,1437
64,15,15,9995,117,1437
63,33,16,9996,118,1437
65,66,17,9997,119,1437
255,129,31,9998,120,1437
29,62,32,9999,121,1437
67,252,33,10000,122,1437
8,11,63,10001,123,1437
13,63,64,10002,124,1437
16,19,65,10003,125,1437
69,0,127,10004,126,1437
123,6,128,16383,127,1437
31,29,129,16384,128,1437
62,16,255,16385,129,1437
129,64,256,32767,255,1437
255,133,257,32768,256,1437
2,19,511,32769,257,1437
3,37,512,65471,511,1437
5,251,513,65472,512,1437
21,2,1023,65473,513,1437
28,34,1024,65503,1023,1437
14,254,1025,65504,1024,1437
20,31,2047,65505,1025,1437
1,4,2048,65519,2047,1437
66,18,2049,65520,2048,1437
126,20,4095,65521,2049,1437
15,27,4096,65527,4095,1437
18,126,4097,65528,4096,1437
60,255,8191,65529,4097,1437
6,129,8192,65530,8191,1437
20,1,8193,65531,8192,1437
31,8,10000,65532,8193,1437
61,28,16383,65533,16383,1437
68,67,16384,65534,16384,1437
32,12,16385,65535,16385,1437
124,14,32767,0,32767,1439
125,34,32768,1,32768,1439
126,15,32769,2,32769,1439
253,29,65471,3,65471,1439
0,33,65472,4,65472,1439
10,37,65473,5,65473,1439
34,69,65503,7,65503,1439
59,31,65504,8,65504,1439
3,21,65505,9,65505,1439
5,35,65519,15,65519,1439
27,60,65520,16,65520,1439
28,125,65521,17,65521,1439
8,62,65527,31,65527,1439
133,13,65528,32,65528,1439
254,66,65529,33,65529,1439
32,36,65530,63,65530,1439
33,123,65531,64,65531,1439
252,12,65532,65,65532,1439
61,28,65533,127,65533,1439
13,30,65534,128,65534,1439
67,61,65535,129,65535,1439
130,63,0,255,0,1439
1,5,14,256,1,1439
20,133,15,257,2,1439
37,10,16,511,3,1439
251,65,1,512,4,1439
6,127,2,513,5,1439
7,130,3,1023,7,1439
11,9,4,1024,8,1439
255,17,5,1025,9,1439
62,27,7,2047,15,1439
36,11,8,2048,16,1439
128,254,9,2049,17,1439
12,68,10,4095,31,1439
65,124,11,4096,32,1439
129,128,12,4097,33,1439
131,126,13,8191,63,1439
69,6,257,8192,64,1439
21,0,511,8193,65,1439
132,32,512,9993,116,1439
14,3,513,9994,117,1439
18,64,1023,9995,118,1439
30,129,1024,9996,119,1439
66,132,1025,9997,120,1439
68,255,2047,9998,121,1439
2,4,2048,9999,122,1439
9,123,2049,10000,123,1439
29,131,4095,10001,124,1439
35,252,4096,10002,125,1439
123,20,4097,10003,126,1439
127,67,8191,10004,127,1439
60,7,8192,16383,128,1439
124,34,8193,16384,129,1439
4,253,10000,16385,255,1439
63,2,16383,32767,256,1439
1,59,16384,32768,257,1439
16,125,16385,32769,511,1439
