# ACTS Test Suite Generation: Thu Nov 04 11:35:24 EET 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 6
# Maximum number of values per parameter: 183
# Number of configurations: 7267
Data_length,Reference_Type,File_number,Record_number,Record_length,Record_data
66,251,32767,65471,512,1439
130,16,32768,65472,513,1439
64,1,32769,65473,1023,1439
69,14,65471,65503,1024,1439
31,36,65472,65504,1025,1439
13,8,65473,65505,2047,1439
15,35,65503,65519,2048,1439
255,36,17,65520,2049,1439
34,60,31,65521,4095,1439
127,63,32,65527,4096,1439
4,18,33,65528,4097,1439
129,17,63,65529,8191,1439
15,59,64,65530,8192,1439
63,13,65,65531,8193,1439
17,62,127,65532,16383,1439
20,9,128,65533,16384,1439
62,10,129,65534,16385,1439
125,29,255,65535,32767,1439
30,30,256,0,32768,1441
10,33,65534,1,32769,1441
34,125,65535,2,65471,1441
252,127,0,3,65472,1441
253,67,1,4,65473,1441
59,126,2,5,65503,1441
124,61,3,7,65504,1441
5,36,4,8,65505,1441
61,130,5,9,65519,1441
64,255,7,15,65520,1441
27,133,8,16,65521,1441
37,21,9,17,65527,1441
9,64,10,31,65528,1441
32,252,11,32,65529,1441
33,4,12,33,65530,1441
27,17,65533,63,65531,1441
11,66,14,64,65532,1441
12,11,15,65,65533,1441
65,128,16,127,65534,1441
254,2,17,128,65535,1441
2,123,31,129,0,1441
0,129,32,255,1,1441
17,69,33,256,2,1441
130,5,63,257,3,1441
67,27,64,511,4,1441
29,8,65,512,5,1441
126,9,127,513,7,1441
127,31,128,1023,8,1441
128,10,65504,1024,9,1441
131,68,65505,1025,15,1441
251,60,65519,2047,16,1441
16,124,65520,2048,17,1441
69,14,65521,2049,31,1441
123,19,65527,4095,32,1441
18,253,65528,4096,33,1441
14,62,65529,4097,63,1441
19,37,65530,8191,64,1441
31,132,65531,8192,65,1441
6,32,65532,8193,116,1441
36,34,2048,9993,117,1441
125,28,2049,9994,118,1441
20,0,4095,9995,119,1441
133,35,4096,9996,120,1441
28,18,4097,9997,121,1441
132,69,8191,9998,122,1441
253,12,8192,9999,123,1441
4,65,8193,10000,124,1441
66,6,10000,10001,125,1441
7,16,16383,10002,126,1441
59,29,16384,10003,127,1441
8,131,16385,10004,128,1441
15,18,32767,16383,129,1441
35,20,32768,16384,255,1441
21,251,32769,16385,256,1441
64,7,65471,32767,257,1441
3,13,65472,32768,511,1441
32,59,65473,32769,512,1441
60,60,65503,65471,513,1441
68,63,65504,65472,1023,1441
251,65,65505,65473,1024,1441
65,34,65519,65503,1025,1441
34,34,65520,65504,2047,1441
35,13,65521,65505,2048,1441
65,31,65527,65519,2049,1441
0,3,65528,65520,4095,1441
129,28,65529,65521,4096,1441
255,125,65530,65527,4097,1441
2,129,65531,65528,8191,1441
131,15,65532,65529,8192,1441
1,17,65533,65530,8193,1441
63,254,65534,65531,16383,1441
13,29,65535,65532,16384,1441
37,64,13,65533,16385,1441
131,123,512,65534,32767,1441
62,252,513,65535,32768,1441
133,5,3,0,32769,1443
254,19,4,1,65471,1443
11,21,5,2,65472,1443
12,30,7,3,65473,1443
36,37,8,4,65503,1443
60,7,9,5,65504,1443
61,128,10,7,65505,1443
21,1,11,8,65519,1443
62,16,12,9,65520,1443
5,125,13,15,65521,1443
17,251,129,16,65527,1443
64,4,255,17,65528,1443
127,61,256,31,65529,1443
252,15,257,32,65530,1443
123,131,511,33,65531,1443
124,253,512,63,65532,1443
125,255,513,64,65533,1443
126,123,1023,65,65534,1443
66,29,1024,127,65535,1443
253,64,1025,128,0,1443
37,127,2047,129,1,1443
132,31,2048,255,2,1443
34,67,2049,256,3,1443
0,12,4095,257,4,1443
4,32,4096,511,5,1443
6,6,4097,512,7,1443
28,14,8191,513,8,1443
65,11,8192,1023,9,1443
68,33,8193,1024,15,1443
130,66,10000,1025,16,1443
33,133,16383,2047,17,1443
30,27,16384,2048,31,1443
31,0,16385,2049,32,1443
67,9,32767,4095,33,1443
2,60,32768,4096,63,1443
9,132,32769,4097,64,1443
128,129,65471,8191,65,1443
7,68,65472,8192,116,1443
10,16,65473,8193,117,1443
13,35,65503,9993,118,1443
131,69,65504,9994,119,1443
16,123,65505,9995,120,1443
27,252,65519,9996,121,1443
129,2,1,9997,122,1443
69,65,2,9998,123,1443
14,254,65527,9999,124,1443
65,62,65528,10000,125,1443
1,130,65529,10001,126,1443
32,19,65530,10002,127,1443
3,36,65531,10003,128,1443
20,124,65532,10004,129,1443
18,126,65533,16383,255,1443
254,10,65534,16384,256,1443
15,63,65535,16385,257,1443
29,17,0,32767,511,1443
251,20,14,32768,512,1443
9,126,15,32769,513,1443
18,8,16,65471,1023,1443
59,9,17,65472,1024,1443
123,13,31,65473,1025,1443
128,28,32,65503,2047,1443
10,255,33,65504,2048,1443
36,2,63,65505,2049,1443
126,59,64,65519,4095,1443
8,130,65,65520,4096,1443
254,14,127,65521,4097,1443
255,59,128,65527,8191,1443
0,64,129,65528,8192,1443
35,69,255,65529,8193,1443
11,12,256,65530,16383,1443
251,37,65520,65531,16384,1443
21,252,65521,65532,16385,1443
63,68,7,65533,32767,1443
3,16,8,65534,32768,1443
29,18,9,65535,32769,1443
9,129,10,0,65471,1445
1,62,11,1,65472,1445
16,125,12,2,65473,1445
18,127,13,3,65503,1445
30,6,14,4,65504,1445
124,32,15,5,65505,1445
17,0,0,7,65519,1445
67,253,1,8,65520,1445
128,11,2,9,65521,1445
28,128,3,15,65527,1445
125,61,4,16,65528,1445
8,124,5,17,65529,1445
12,27,7,31,65530,1445
64,251,8,32,65531,1445
59,1,9,33,65532,1445
13,132,128,63,65533,1445
35,21,129,64,65534,1445
253,13,255,65,65535,1445
254,9,256,127,0,1445
14,10,257,128,1,1445
33,66,511,129,2,1445
61,35,512,255,3,1445
130,63,513,256,4,1445
37,34,1023,257,5,1445
133,5,1024,511,7,1445
252,37,1025,512,8,1445
31,131,2047,513,9,1445
4,3,2048,1023,15,1445
6,16,2049,1024,16,1445
29,33,4095,1025,17,1445
132,2,4096,2047,31,1445
5,12,4097,2048,32,1445
32,8,8191,2049,33,1445
3,255,8192,4095,63,1445
11,133,8193,4096,64,1445
15,7,10000,4097,65,1445
62,67,16383,8191,116,1445
7,30,16384,8192,117,1445
65,36,16385,8193,118,1445
19,123,32767,9993,119,1445
20,15,32768,9994,120,1445
66,60,32769,9995,121,1445
127,64,65471,9996,122,1445
10,28,65472,9997,123,1445
123,19,65473,9998,124,1445
0,59,65503,9999,125,1445
14,14,65504,10000,126,1445
2,254,65505,10001,127,1445
33,68,65519,10002,128,1445
126,130,65520,10003,129,1445
255,31,65521,10004,255,1445
27,17,65527,16383,256,1445
63,27,65528,16384,257,1445
124,60,65529,16385,511,1445
125,4,65530,32767,512,1445
129,29,65531,32768,513,1445
36,126,65532,32769,1023,1445
251,33,65533,65471,1024,1445
34,61,65534,65472,1025,1445
68,253,65535,65473,2047,1445
69,6,0,65503,2048,1445
131,7,1,65504,2049,1445
13,20,2,65505,4095,1445
14,252,3,65519,4096,1445
10,65,4,65520,4097,1445
11,0,5,65521,8191,1445
21,30,17,65527,8192,1445
130,251,31,65528,8193,1445
132,11,32,65529,16383,1445
62,62,33,65530,16384,1445
5,63,63,65531,16385,1445
60,69,64,65532,32767,1445
253,18,65,65533,32768,1445
7,127,127,65534,32769,1445
59,1,12,65535,65471,1445
64,4,16,0,65472,1447
133,21,17,1,65473,1447
252,68,31,2,65503,1447
59,133,32,3,65504,1447
255,5,33,4,65505,1447
11,8,63,5,65519,1447
1,32,64,7,65520,1447
2,67,65,8,65521,1447
6,254,127,9,65527,1447
16,66,128,15,65528,1447
37,123,32768,16,65529,1447
125,127,32769,17,65530,1447
61,35,65471,31,65531,1447
69,61,65472,32,65532,1447
12,36,65473,33,65533,1447
34,251,65503,63,65534,1447
30,128,65504,64,65535,1447
67,255,65505,65,0,1447
17,132,65519,127,1,1447
31,13,65520,128,2,1447
15,65,65521,129,3,1447
5,0,65527,255,4,1447
60,28,65528,256,5,1447
18,124,65529,257,7,1447
66,1,10,511,8,1447
124,15,11,512,9,1447
19,7,12,513,15,1447
28,9,13,1023,16,1447
254,11,257,1024,17,1447
8,125,511,1025,31,1447
0,131,512,2047,32,1447
126,27,513,2048,33,1447
253,6,1023,2049,63,1447
10,17,1024,4095,64,1447
35,62,1025,4096,65,1447
4,33,2047,4097,116,1447
33,12,7,8191,117,1447
130,60,8,8192,118,1447
132,2,9,8193,119,1447
20,69,10,9993,120,1447
251,30,129,9994,121,1447
27,3,255,9995,122,1447
3,20,256,9996,123,1447
6,129,14,9997,124,1447
7,130,15,9998,125,1447
9,19,16,9999,126,1447
32,10,2048,10000,127,1447
13,64,2049,10001,128,1447
68,9,4095,10002,129,1447
127,18,4096,10003,255,1447
14,21,4097,10004,256,1447
19,14,8191,16383,257,1447
123,37,8192,16384,511,1447
36,252,8193,16385,512,1447
61,253,10000,32767,513,1447
21,31,1,32768,1023,1447
128,59,2,32769,1024,1447
29,62,3,65471,1025,1447
129,131,4,65472,2047,1447
132,16,5,65473,2048,1447
252,21,16383,65503,2049,1447
253,63,16384,65504,4095,1447
12,9,16385,65505,4096,1447
62,34,32767,65519,4097,1447
69,14,65531,65520,8191,1447
123,67,65532,65521,8192,1447
37,126,65533,65527,8193,1447
67,133,65534,65528,16383,1447
63,251,65535,65529,16384,1447
133,15,0,65530,16385,1447
2,128,1,65531,32767,1447
6,64,2,65532,32768,1447
9,67,65530,65533,32769,1447
30,4,33,65534,65471,1447
131,7,63,65535,65472,1447
10,33,64,0,65473,1449
14,36,65,1,65503,1449
123,66,127,2,65504,1449
35,31,128,3,65505,1449
36,9,129,4,65519,1449
17,5,255,5,65520,1449
18,2,256,7,65521,1449
128,20,257,8,65527,1449
4,37,511,9,65528,1449
16,4,512,15,65529,1449
28,19,513,16,65530,1449
66,28,1023,17,65531,1449
31,130,1024,31,65532,1449
33,29,1025,32,65533,1449
59,0,2047,33,65534,1449
60,32,2048,63,65535,1449
12,69,2049,64,0,1449
13,29,4095,65,1,1449
15,30,4096,127,2,1449
16,35,11,128,3,1449
32,254,12,129,4,1449
252,1,13,255,5,1449
254,132,8193,256,7,1449
255,10,10000,257,8,1449
0,59,16383,511,9,1449
1,125,16384,512,15,1449
3,129,16385,513,16,1449
19,3,32767,1023,17,1449
61,131,32768,1024,31,1449
5,27,32769,1025,32,1449
7,125,65471,2047,33,1449
133,253,65472,2048,63,1449
34,7,65473,2049,64,1449
64,13,65503,4095,65,1449
124,17,65504,4096,116,1449
127,68,65505,4097,117,1449
8,14,65519,8191,118,1449
6,61,65520,8192,119,1449
30,67,65521,8193,120,1449
67,8,65527,9993,121,1449
253,7,65528,9994,122,1449
63,15,65529,9995,123,1449
9,21,65530,9996,124,1449
126,124,65531,9997,125,1449
29,127,65532,9998,126,1449
65,34,65533,9999,127,1449
68,128,65534,10000,128,1449
125,123,65535,10001,129,1449
62,133,0,10002,255,1449
130,12,1,10003,256,1449
129,65,2,10004,257,1449
251,6,3,16383,511,1449
27,10,4,16384,512,1449
132,62,5,16385,513,1449
2,5,7,32767,1023,1449
37,12,8,32768,1024,1449
69,16,9,32769,1025,1449
21,61,10,65471,2047,1449
131,18,11,65472,2048,1449
33,252,2047,65473,2049,1449
35,251,8191,65503,4095,1449
61,35,14,65504,4096,1449
62,127,15,65505,4097,1449
124,62,16,65519,8191,1449
11,11,4097,65520,8192,1449
20,20,8191,65521,8193,1449
128,60,8192,65527,16383,1449
255,28,8193,65528,16384,1449
1,37,10000,65529,16385,1449
17,128,17,65530,32767,1449
64,68,31,65531,32768,1449
67,131,32,65532,32769,1449
3,255,32767,65533,65471,1449
133,5,32768,65534,65472,1449
27,63,32769,65535,65473,1449
69,253,65471,0,65503,1451
66,254,257,1,65504,1451
130,133,511,2,65505,1451
4,11,512,3,65519,1451
12,17,513,4,65520,1451
28,35,1023,5,65521,1451
125,14,1024,7,65527,1451
126,124,1025,8,65528,1451
18,32,2047,9,65529,1451
7,69,2048,15,65530,1451
16,6,2049,16,65531,1451
63,8,4095,17,65532,1451
252,4,4096,31,65533,1451
62,27,4097,32,65534,1451
11,129,65532,33,65535,1451
15,10,13,63,0,1451
29,7,65534,64,1,1451
14,130,65535,65,2,1451
253,12,0,127,3,1451
34,33,16384,128,4,1451
17,126,16385,129,5,1451
19,0,32767,255,7,1451
36,31,32768,256,8,1451
60,131,32769,257,9,1451
254,21,65519,511,15,1451
255,1,65472,512,16,1451
5,60,65473,513,17,1451
3,5,65503,1023,31,1451
124,125,129,1024,32,1451
2,18,255,1025,33,1451
0,132,256,2047,63,1451
1,19,14,2048,64,1451
127,29,15,2049,65,1451
32,0,16,4095,116,1451
129,20,17,4096,117,1451
30,127,31,4097,118,1451
6,252,32,8191,119,1451
10,66,33,8192,120,1451
59,123,63,8193,121,1451
61,2,64,9993,122,1451
65,32,65,9994,123,1451
132,13,127,9995,124,1451
8,16,128,9996,125,1451
13,65,65520,9997,126,1451
20,66,65521,9998,127,1451
59,129,3,9999,128,1451
64,129,4,10000,129,1451
33,36,5,10001,255,1451
37,15,7,10002,256,1451
35,59,8,10003,257,1451
9,251,9,10004,511,1451
31,68,10,16383,512,1451
68,30,11,16384,513,1451
27,61,12,16385,1023,1451
127,37,8192,32767,1024,1451
128,65,65504,32768,1025,1451
133,67,65505,32769,2047,1451
67,128,65527,65471,2048,1451
251,130,65528,65472,2049,1451
21,133,65529,65473,4095,1451
64,63,65530,65503,4096,1451
5,129,8193,65504,4097,1451
29,17,10000,65505,8191,1451
67,28,16383,65519,8192,1451
127,0,16384,65520,8193,1451
19,32,16385,65521,16383,1451
123,3,7,65527,16384,1451
131,34,65531,65528,16385,1451
17,255,2,65529,32767,1451
11,254,65533,65530,32768,1451
30,8,257,65531,32769,1451
32,10,511,65532,65471,1451
129,27,512,65533,65472,1451
28,64,513,65534,65473,1451
123,65,1023,65535,65503,1451
254,32,1024,0,65504,1453
12,126,1025,1,65505,1453
28,30,2047,2,65519,1453
18,67,2048,3,65520,1453
32,7,2049,4,65521,1453
3,124,4095,5,65527,1453
5,34,4096,7,65528,1453
17,31,4097,8,65529,1453
127,66,8191,9,65530,1453
0,8,8192,15,65531,1453
8,35,65534,16,65532,1453
34,37,65535,17,65533,1453
21,125,0,31,65534,1453
27,127,1,32,65535,1453
19,62,2,33,0,1453
60,4,3,63,1,1453
68,1,4,64,2,1453
7,60,5,65,3,1453
65,132,65471,127,4,1453
125,11,65472,128,5,1453
4,14,65473,129,7,1453
16,17,65503,255,8,1453
18,36,129,256,9,1453
66,61,255,257,15,1453
126,64,256,511,16,1453
63,12,14,512,17,1453
10,15,15,513,31,1453
36,63,16,1023,32,1453
59,68,17,1024,33,1453
6,33,31,1025,63,1453
130,69,32,2047,64,1453
123,133,33,2048,65,1453
252,254,63,2049,116,1453
15,28,64,4095,117,1453
28,29,65,4096,118,1453
33,253,127,4097,119,1453
37,1,128,8191,120,1453
11,9,16383,8192,121,1453
61,6,65505,8193,122,1453
35,13,65519,9993,123,1453
1,2,257,9994,124,1453
9,20,511,9995,125,1453
128,19,512,9996,126,1453
129,21,513,9997,127,1453
131,27,1023,9998,128,1453
251,131,1024,9999,129,1453
255,5,1025,10000,255,1453
133,16,65504,10001,256,1453
30,18,65530,10002,257,1453
13,3,65531,10003,511,1453
124,125,65532,10004,512,1453
253,124,65533,16383,513,1453
20,130,65520,16384,1023,1453
28,59,65521,16385,1024,1453
126,65,65527,32767,1025,1453
2,35,8193,32768,2047,1453
8,251,10000,32769,2048,1453
132,0,9,65471,2049,1453
14,123,10,65472,4095,1453
67,13,11,65473,4096,1453
130,69,7,65503,4097,1453
254,126,8,65504,8191,1453
65,252,32769,65505,8192,1453
68,128,65528,65519,8193,1453
31,129,65529,65520,16383,1453
0,124,12,65521,16384,1453
64,255,13,65527,16385,1453
62,63,14,65528,32767,1453
36,127,15,65529,32768,1453
66,130,16,65530,32769,1453
29,67,17,65531,65471,1453
60,68,31,65532,65472,1453
69,123,32,65533,65473,1453
66,19,16384,65534,65503,1453
10,64,16385,65535,65504,1453
252,124,65530,0,65505,1455
0,17,65531,1,65519,1455
2,37,65532,2,65520,1455
3,21,65533,3,65521,1455
4,127,65534,4,65527,1455
19,1,65535,5,65528,1455
21,125,16,7,65529,1455
67,4,17,8,65530,1455
68,19,31,9,65531,1455
15,32,32,15,65532,1455
128,20,33,16,65533,1455
251,6,63,17,65534,1455
12,11,64,31,65535,1455
34,9,65,32,0,1455
16,2,127,33,1,1455
69,251,10,63,2,1455
124,253,11,64,3,1455
132,5,12,65,4,1455
133,69,13,127,5,1455
7,36,14,128,7,1455
131,255,15,129,8,1455
254,12,128,255,9,1455
35,131,1,256,15,1455
36,254,2,257,16,1455
63,8,3,511,17,1455
29,13,4,512,31,1455
30,3,5,513,32,1455
31,132,7,1023,33,1455
20,133,8,1024,63,1455
14,30,9,1025,64,1455
61,66,1024,2047,65,1455
125,31,129,2048,116,1455
252,63,255,2049,117,1455
253,33,256,4095,118,1455
126,62,257,4096,119,1455
255,4,511,4097,120,1455
9,61,512,8191,121,1455
17,15,513,8192,122,1455
130,18,1023,8193,123,1455
1,28,4096,9993,124,1455
5,59,1025,9994,125,1455
8,128,2047,9995,126,1455
10,253,2048,9996,127,1455
33,14,2049,9997,128,1455
59,27,4095,9998,129,1455
6,29,16383,9999,255,1455
18,35,32768,10000,256,1455
37,16,65473,10001,257,1455
126,123,65503,10002,511,1455
69,126,65504,10003,512,1455
32,34,65505,10004,513,1455
13,62,65519,16383,1023,1455
27,252,16384,16384,1024,1455
62,6,16385,16385,1025,1455
65,10,32767,32767,2047,1455
60,0,65520,32768,2048,1455
129,60,32769,32769,2049,1455
11,65,65471,65471,4095,1455
28,132,65472,65472,4096,1455
34,64,65521,65473,4097,1455
7,68,65527,65503,8191,1455
66,251,65528,65504,8192,1455
125,2,65529,65505,8193,1455
127,36,0,65519,16383,1455
15,7,257,65520,16384,1455
128,254,511,65521,16385,1455
33,251,4097,65527,32767,1455
12,130,8191,65528,32768,1455
64,21,8192,65529,32769,1455
4,67,8193,65530,65471,1455
10,129,10000,65531,65472,1455
17,27,65532,65532,65473,1455
2,8,65533,65533,65503,1455
67,3,65534,65534,65504,1455
68,132,65535,65535,65505,1455
63,19,4096,0,65519,1457
65,62,4097,1,65520,1457
123,13,8191,2,65521,1457
124,20,8192,3,65527,1457
125,60,65520,4,65528,1457
37,33,65521,5,65529,1457
255,27,65527,7,65530,1457
0,11,65528,8,65531,1457
1,59,65529,9,65532,1457
18,35,65530,15,65533,1457
10,37,65531,16,65534,1457
129,17,12,17,65535,1457
251,125,65533,31,0,1457
253,30,4,32,1,1457
16,253,5,33,2,1457
12,9,64,63,3,1457
9,12,17,64,4,1457
15,4,31,65,5,1457
27,15,32,127,7,1457
31,28,33,128,8,1457
14,31,63,129,9,1457
34,8,256,255,15,1457
68,252,65,256,16,1457
4,16,127,257,17,1457
5,124,128,511,31,1457
62,66,129,512,32,1457
131,2,65532,513,33,1457
29,69,10,1023,63,1457
132,64,65534,1024,64,1457
133,3,65535,1025,65,1457
28,5,0,2047,116,1457
3,126,1,2048,117,1457
59,133,2,2049,118,1457
60,10,3,4095,119,1457
252,0,2049,4096,120,1457
19,14,4095,4097,121,1457
126,18,65473,8191,122,1457
127,255,65503,8192,123,1457
7,61,65504,8193,124,1457
17,1,65505,9993,125,1457
21,6,11,9994,126,1457
13,7,255,9995,127,1457
61,29,13,9996,128,1457
130,34,257,9997,129,1457
32,63,511,9998,255,1457
254,36,512,9999,256,1457
5,32,513,10000,257,1457
30,130,1023,10001,511,1457
8,21,1024,10002,512,1457
35,254,1025,10003,513,1457
36,128,2047,10004,1023,1457
33,67,2048,16383,1024,1457
128,131,65472,16384,1025,1457
36,17,7,16385,2047,1457
19,123,8,32767,2048,1457
6,37,32768,32768,2049,1457
66,68,255,32769,4095,1457
16,132,65519,65471,4096,1457
67,36,65520,65472,4097,1457
69,126,10000,65473,8191,1457
2,129,32767,65503,8192,1457
65,133,65471,65504,8193,1457
64,31,9,65505,16383,1457
20,132,10,65519,16384,1457
11,20,11,65520,16385,1457
12,33,32769,65521,32767,1457
18,65,16383,65527,32768,1457
8,132,16384,65528,32769,1457
133,30,16385,65529,65471,1457
3,30,65503,65530,65472,1457
16,127,65504,65531,65473,1457
37,19,65505,65532,65503,1457
63,33,65519,65533,65504,1457
129,12,8193,65534,65505,1457
132,27,65521,65535,65519,1457
254,2,65527,0,65520,1459
7,65,65528,1,65521,1459
35,124,65529,2,65527,1459
13,125,65530,3,65528,1459
21,130,65531,4,65529,1459
34,62,65532,5,65530,1459
253,4,13,7,65531,1459
127,254,14,8,65532,1459
60,34,15,9,65533,1459
61,35,16,15,65534,1459
131,67,8191,16,65535,1459
255,253,8192,17,0,1459
4,66,16383,31,1,1459
6,6,32768,32,2,1459
31,10,63,33,3,1459
59,11,7,63,4,1459
0,13,8,64,5,1459
64,16,9,65,7,1459
123,131,64,127,8,1459
252,14,4097,128,9,1459
16,29,65471,129,15,1459
17,31,65533,255,16,1459
125,59,65534,256,17,1459
27,60,65535,257,31,1459
14,68,0,511,32,1459
29,252,1,512,33,1459
251,63,65,513,63,1459
128,5,127,1023,64,1459
129,9,128,1024,65,1459
11,8,1023,1025,116,1459
5,15,2048,2047,117,1459
9,17,2049,2048,118,1459
9,30,4095,2049,119,1459
124,18,4096,4095,120,1459
15,69,65472,4096,121,1459
32,3,5,4097,122,1459
1,61,256,8191,123,1459
30,123,1024,8192,124,1459
130,255,2047,8193,125,1459
20,7,3,9993,126,1459
19,1,17,9994,127,1459
62,128,31,9995,128,1459
68,20,32,9996,129,1459
132,21,33,9997,255,1459
10,0,129,9998,256,1459
18,28,32767,9999,257,1459
33,33,65519,10000,511,1459
65,251,12,10001,512,1459
66,19,128,10002,513,1459
37,36,129,10003,1023,1459
2,64,255,10004,1024,1459
17,66,256,16383,1025,1459
18,129,257,16384,2047,1459
69,37,511,16385,2048,1459
125,126,512,32767,2049,1459
126,127,513,32768,4095,1459
3,60,1023,32769,4096,1459
28,32,65473,65471,4097,1459
36,130,1025,65472,8191,1459
63,133,16385,65473,8192,1459
15,29,4,65503,8193,1459
8,12,11,65504,16383,1459
133,15,4095,65505,16384,1459
251,67,4096,65519,16385,1459
12,128,65504,65520,32767,1459
67,32,65505,65521,32768,1459
124,133,65503,65527,32769,1459
4,35,65520,65528,65471,1459
20,132,65521,65529,65472,1459
130,5,65527,65530,65473,1459
131,124,65528,65531,65503,1459
252,36,65529,65532,65504,1459
10,68,10,65533,65505,1459
13,27,10000,65534,65519,1459
14,34,32769,65535,65520,1459
6,255,65471,0,65521,2043
36,132,65472,1,65527,2043
251,11,65473,2,65528,2043
253,2,65503,3,65529,2043
4,16,65504,4,65530,2043
29,63,65505,5,65531,2043
32,1,65519,7,65532,2043
21,64,65520,8,65533,2043
35,4,65521,9,65534,2043
2,30,65527,15,65535,2043
3,61,65528,16,0,2043
7,32,65529,17,1,2043
11,59,65530,31,2,2043
1,12,65531,32,3,2043
123,13,8191,33,4,2043
30,14,8192,63,5,2043
125,18,8193,64,7,2043
132,35,2,65,8,2043
67,62,3,127,9,2043
0,27,4,128,15,2043
27,131,5,129,16,2043
13,3,16,255,17,2043
59,10,33,256,31,2043
61,28,63,257,32,2043
254,69,64,511,33,2043
60,125,2049,512,63,2043
130,9,16383,513,64,2043
131,34,16384,1023,65,2043
8,252,11,1024,116,2043
31,31,12,1025,117,2043
64,65,13,2047,118,2043
15,6,14,2048,119,2043
34,33,15,2049,120,2043
68,8,2048,4095,121,2043
128,66,4097,4096,122,2043
5,253,8,4097,123,2043
252,5,9,8191,124,2043
12,17,65,8192,125,2043
255,20,127,8193,126,2043
7,37,1024,9993,127,2043
9,19,65534,9994,128,2043
65,127,65535,9995,129,2043
129,254,0,9996,255,2043
252,7,2047,9997,256,2043
14,128,255,9998,257,2043
19,21,256,9999,511,2043
20,15,257,10000,512,2043
124,18,511,10001,513,2043
127,60,512,10002,1023,2043
17,0,513,10003,1024,2043
28,11,1023,10004,1025,2043
16,251,1,16383,2047,2043
37,1,1025,16384,2048,2043
126,124,4095,16385,2049,2043
33,131,4096,32767,4095,2043
35,4,129,32768,4096,2043
63,29,10,32769,4097,2043
133,126,32768,65471,8191,2043
6,127,7,65472,8192,2043
59,130,65532,65473,8193,2043
66,27,65533,65503,16383,2043
69,4,32767,65504,16384,2043
253,36,32768,65505,16385,2043
254,67,32769,65519,32767,2043
18,123,65471,65520,32768,2043
32,133,10000,65521,32769,2043
62,253,128,65527,65471,2043
31,252,1025,65528,65472,2043
32,129,2047,65529,65473,2043
29,68,2048,65530,65503,2043
255,9,65472,65531,65504,2043
5,61,65473,65532,65505,2043
66,2,31,65533,65519,2043
21,1,32,65534,65520,2043
69,6,65505,65535,65521,2043
132,31,65519,0,65527,2045
30,69,1,1,65528,2045
33,255,2,2,65529,2045
15,37,3,3,65530,2045
63,3,4,4,65531,2045
1,13,5,5,65532,2045
9,17,16383,7,65533,2045
20,29,16384,8,65534,2045
34,10,16385,9,65535,2045
36,11,32767,15,0,2045
27,14,8193,16,1,2045
133,16,10000,17,2,2045
0,253,13,31,3,2045
13,125,14,32,4,2045
28,252,15,33,5,2045
125,12,16,63,7,2045
14,15,33,64,8,2045
69,21,63,65,9,2045
123,59,64,127,15,2045
3,61,65,128,16,2045
34,123,127,129,17,2045
35,128,8191,255,31,2045
37,254,65504,256,32,2045
124,28,65505,257,33,2045
60,65,65530,511,63,2045
64,131,65520,512,64,2045
61,20,65521,513,65,2045
129,66,65527,1023,116,2045
4,126,65528,1024,117,2045
21,251,65529,1025,118,2045
29,6,65530,2047,119,2045
127,9,65531,2048,120,2045
11,11,65532,2049,121,2045
251,19,65533,4095,122,2045
12,64,65534,4096,123,2045
16,66,65535,4097,124,2045
254,124,0,8191,125,2045
31,3,129,8192,126,2045
5,7,12,8193,127,2045
6,60,256,9993,128,2045
2,5,4097,9994,129,2045
10,8,65503,9995,255,2045
130,33,8192,9996,256,2045
253,35,8,9997,257,2045
59,69,9,9998,511,2045
128,30,10,9999,512,2045
66,31,17,10000,513,2045
126,62,31,10001,1023,2045
67,2,32,10002,1024,2045
131,129,2049,10003,1025,2045
7,1,4095,10004,2047,2045
62,133,4096,16383,2048,2045
68,18,4097,16384,2049,2045
255,67,65473,16385,4095,2045
8,0,1024,32767,4096,2045
17,32,1025,32768,4097,2045
65,2,2047,32769,8191,2045
129,34,2048,65471,8192,2045
252,31,257,65472,8193,2045
7,59,511,65473,16383,2045
32,63,512,65503,16384,2045
1,28,513,65504,16385,2045
19,32,1023,65505,32767,2045
37,10,65471,65519,32768,2045
2,37,65472,65520,32769,2045
8,127,65473,65521,65471,2045
12,36,65531,65527,65472,2045
60,60,255,65528,65473,2045
62,63,32769,65529,65503,2045
64,13,7,65530,65504,2045
61,16,11,65531,65505,2045
124,65,32768,65532,65519,2045
130,126,0,65533,65520,2045
27,4,128,65534,65521,2045
18,130,16385,65535,65527,2045
28,254,32767,0,65528,2047
34,5,8,1,65529,2047
30,19,9,2,65530,2047
126,14,65,3,65531,2047
251,18,8193,4,65532,2047
254,127,10000,5,65533,2047
123,30,16383,7,65534,2047
132,69,16384,8,65535,2047
14,125,16385,9,0,2047
65,255,1024,15,1,2047
19,15,1,16,2,2047
20,251,2,17,3,2047
68,29,3,31,4,2047
131,35,17,32,5,2047
9,64,31,33,7,2047
6,124,32,63,8,2047
16,11,2049,64,9,2047
3,16,8191,65,15,2047
252,17,8192,127,16,2047
35,123,65529,128,17,2047
36,3,65530,129,31,2047
63,6,64,255,32,2047
133,130,4,256,33,2047
21,20,5,257,63,2047
59,61,13,511,64,2047
4,128,33,512,65,2047
255,131,63,513,116,2047
